tennis,👹,1
tennis,"Karnataka, India",1
tennis,http://tompkinsabc.org,1
tennis,"Jakarta,Indonesia",1
tennis,Athome,1
tennis,Aglo,1
tennis,Orléans,1
tennis,Roma,3
tennis,Kent,1
tennis,"Durham, England",1
